careerjunction_za_courses,careerjunction_za_employer_names,careerjunction_za_future_jobtitles,careerjunction_za_historical_jobtitles,careerjunction_za_primary_jobtitle,careerjunction_za_recent_jobtitles,careerjunction_za_skills,num_skills,num_past_jobs
"['computer science and mathematics', 'National Senior Certificate']","[u'Discovery', u'Mazwe Credit', u'Telesure Insurance Company']","['Java Developer', 'Database management', 'Business Analyst', 'Business Intelligence', 'Linux Bash Scripting', 'Data Analyst', 'RPG Developer']",[],498,"['RPG Developer', 'Software Release man']","['sql developer', 'rpg developer', 'java developer', 'database administartor', 'support desk', 'business intelligent', 'C# developer', 'C++ developer', 'android developer']",0.03797468354430379,0.0
"['Masters Degree In Business Leadership (M.B.L.)', 'B Com Industrial Psychology']","[u'Antwerpse Bottel Mpij NV Coca-Cola', u'College Campus Parktown', u'DIE Vaderland, Perskor', u'IMD George & Damelin George', u'Independent Institute of Education (Iie)', u'In-George Business Guide', u'Nedbank', u'Port Elizabeth Technicon', u'Sterns Jewellers', u'United Bank - NOW ABSA Bank', u'University of Johannesburg']",[],"['Senior Lecturer', 'Business Consultant Publisher', 'Lecturer', 'Regional Loans Development Manager', 'Financial Journalist', 'Exchange Student Aiesec', 'Department Manager Foreign Exchange', 'Assistant Store Manager']",609,"['Course Developer', 'Lecturer']","['Lecturing', 'Computer Literate - Word, Excel, Powerpoint,Pastel', 'Journalism - English And Afrikaans']",0.012658227848101264,0.32
"['BComm', 'Diploma in Datametrics', 'BSc']","[u'Mondi Board Mills', u'PP Leventis Consulting', u'QQBI', u'Richards Bay Minerals']","['BI Consultant BI Developer', 'Data Warehouse Developer', 'Data Architect', 'Senior SQL Developer', 'Demand Planning and Replenishment Anlyst and Developer', 'ASP.NET MVC Development']",['Technical Programmer'],578,"['Sole Proprietor', 'Project Leader']","['BI Cube Development', 'Integration Developer', 'Java Developer', 'Dimensional  Modelling', 'Database Development', 'Visual BASIC Devloper', 'Baan ERP Tools Development', 'Self Service BI Practitoner', 'Report Creation and Distibution', 'SQL Developer', 'SSAS', 'SSIS', 'ASP.Net MVC C# Development', 'Demand Planning and Replenishment Development', 'SQL Development', 'Normalised Database Development', 'Dimensional Modelling', 'BI']",0.07594936708860758,0.04
"['TOGAF 9 Foundation', 'Certified Ethical Hacker', 'B.Com (Information Systems)']","[u'Engen', u'Engen Petroleum', u'on The DOT (Media 24)']","['Solutions Architect', 'Software Architect', 'Technical Lead', 'Development Lead', '.Net', 'C#', 'Application Architect', 'Team Lead']","['SQL Server DBA', 'Developer SQL ASP.NET Sharepoint']",1034,"['Principal Solution Design Specialist', 'SNR SQL C# ASP.NET Sharepoint Developer']","['.Net', 'C#', 'Html/Css', 'Mentoring', 'Team Lead', 'Systems Analysis', 'T-SQL', 'MS SQL Server', 'Javascript', 'MS SQL Server DBA', 'IIS', 'Software Architecture', 'Jquery', 'ASP.Net MVC', 'Windows Server (2003-2012)', 'CI (TeamCity/Octopus)', 'Web API', 'HTML 5', 'MongoDB', 'GIT', 'WCF', 'TypeScript', 'TOGAF', 'Information Security', 'ASP.Net Web Forms', 'Sharepoint', 'TFS']",0.11392405063291139,0.08
"['Bsc Information Systems', 'Hnd(Higher National Deploma - 2nd Year)', 'Comprehensive Programming', 'Grade 12/Senior Certificate']","[u'4 ECT (Episerver)', u'Barloworld-Logistics', u'Draft Fcb(Hello Computer)', u'EOH Microsoft Coastal (Airborne Consulting)', u'Korbitec', u'Mochron Investments']","['Software Developer', 'Software Engineer', 'Software Engineer']","['Software Tester', 'Developer', 'Junior Developer']",1010,"['Software Engineer', '.NET Developer']","['Asp .NET', 'Mvc 4', 'Html5', 'SQL', 'Xhtml', 'Microsoft Office', 'CSS', 'C#', 'Javascript', 'Java', 'Oracle', 'I.S Project Management']",0.050632911392405056,0.12
"['Imports And Exports', 'Matric']","[u'Infosat (Sentec)', u'Internet Solutions', u'Nokia', u'PQ Africa', u'TAG (The Accessory Group)']",[],"['Accounts Executive Merchandiser', 'Business Developer']",90,"['Key Account Manager', 'Account Executive']","['Customer Relations', 'Email', 'Sales', 'Telephone Skills', 'Typing', 'Presentation Skills', 'Strategic', 'Microsoft Excel', 'Networking', 'Pricing', 'Proposal Writing', 'Retail Management', 'Retail']",0.05485232067510548,0.08
"['Flash Programming', 'Musicology', ""Grosvenor Boys' High School""]","[u'Computers & Design (Cad)', u'Currently Freelancing', u'Derivco - Micrograming', u""Four Season's Hotel Group"", u'Freelance / Roots & Wings', u'South East Asia Entertainment / Pixel2film', u'Synergy Corporate Technologies', u'Systems Technology Consultants', u'Ukubona Digital Design']",[],"['Designer', 'Web Designer Publisher Flash Presentations', 'SNR Flash Developer Designer Sound and Tech Lead', 'Multimedia Designer', 'Flash Designer Animator', 'Musician Arranger Composer', 'Musician Arranger Composer']",1039,"['Designer', 'Portfolio www.pixel2film.com Funkijazz']","['Macromedia Flash', 'A Whole Host Of Sound Creation / Editing Software', 'Adobe Photoshop', 'Macromedia Dreamweaver', 'Macromedia Freehand', 'Adobe Premiere', 'Html, Javascript, Xml']",0.02953586497890295,0.28
[],[u'Department of The Premier(Pgwc)'],[],[],38,[],[],0.0,0.0
"['Microsoft Certified Solutions Developer - Web Applications', 'Microsoft Specialist - Programming in C#', 'Nd National Diploma']",[u'Telkom'],"['Web Developer', 'Developer', 'Developer']",['Ops Specialist'],1151,"['Oracle Database Administrator', 'Developer']","['C#.', 'Microsoft Visual Studio.Net (Asp.Net)', 'HTML/Jquery/CSS', 'ASP.Net', 'Microsoft Sql Server 2008 R2 (Sql)', 'Microsoft Sql Server 2005 (Sql)', 'sharepoint 2013', 'microsoft sql sever 2012', 'J2ee', 'Toad (Oracle)', 'webogic 8.1']",0.04641350210970464,0.04
"['computer softwear engineering', 'Bachelor']","[u'Jamab', u'Pepkor IT', u'Saipa', u'Saipa Disel']",['Oracle Developer'],['Oracle Developer'],651,"['System Admin', 'Senior Oracle Developer']","['Pl/Sql', 'oracle pl/sql', 'oracle form', 'Oracle Report', 'oracle tools', 'excell', 'office', 'Oracle Discoverer', 'Excel', 'visio', 'Microsoft Access', 'PowerPoint', 'MS Word']",0.05485232067510548,0.04
"['Management Development Programme (MDP)', 'Project Manager', 'Fashion Designer']","[u'Afroccentrique', u'Mzansi Magic', u'SABC', u'Unilever']","['Content Developer', 'Content Manager', 'Broadcaster', 'Writer', 'TV Producer', 'TV Presenter', 'Scriptwriter', 'Script Editor', 'Channel Manager', 'Head of Channel', 'Head of Content']","['Commissioning Editor', 'Senior Commissioning Editor']",140,"['Consultant Developer', 'Head of Drama']","['Television Broadcasting', 'Script Editing', 'Proposal Development', 'Presentation', 'Content Management', 'Television Commissioning', 'TV Presenting', 'Content Development', 'Brand Integration', 'Film & Video Production', 'Writing', 'Leadership', 'Workshop Facilitation', 'Budget Development', 'Management Development', 'Brand Development', 'Project Management', 'Training & Development', 'Branding', 'Creative Direction', 'Brand Management', 'Budget Managment', 'Communication', 'Marketing', 'Business Management']",0.10548523206751054,0.08
['Computer Science'],"[u'Comarton', u'Comarton Consultants', u'Zimhosts']","['PHP Web Developer', 'Intermediate PHP Developer', 'Junior PHP Developer', 'PHP Developer']",['Web Designer'],1083,"['Trainee Systems Programmer', 'Web Developer']","['php', 'MYSQL', 'CSS3', 'HTML5', 'SQL', 'CRYSTAL REPORTING', 'GOOGLE APP ENGINE', 'JQUERY', 'JAVASCRIPT', 'VB.NET', 'APACHE', 'WORDPRESS', 'LARAVEL', 'GIT', 'MAGENTO', 'ZEND FRAMEWORK2']",0.06751054852320675,0.04
"['Junior Management Programme', 'Bsc Honours Applied Mathematics', 'Bsc Mathematical Sciences', 'Matric Certificate']","[u'Institute of Mine Seismology (Previous ISS International)', u'Nedbank Business Banking', u'Nedbank Private Wealth', u'PBT Group', u'University of Stellenbosch']","['Senior Credit Risk Analyst', 'SAS Team Lead', 'Quantitative Analyst', 'Data Analyst', 'Data Scientist', 'Investment Analyst', 'Credit Risk Analyst', 'Statistician']","['SAS Developer', 'Seismologist', 'Applied Mathematics Class Assistant']",874,"['Manager Credit Risk Value Analytics', 'MIS Analyst']","['SQL', 'Excel', 'SAS', 'Word', 'Power Point', 'SharePoint Administration', 'Matlab', 'Python', 'Visual Basic', 'Open Source Office', 'JAVA', 'R', 'Bash Scripting']",0.05485232067510548,0.12
"['MBA', 'Nhd (T4) Chemical Engineering', 'Diploma In Human Rights']","[u'Colgate Palmolive', u'Mint Company', u'PG Glass', u'Renaissance Connections', u'Renglass & Tyres', u'Tiger Brands', u'Unilever']","['LEADERSHIP', 'STRATEGIC', 'OPERATIONAL', 'MANUFACTURING / BUSINESS MANAGEMENT', 'MANUFACTURING / BUSINESS MANAGEMENT']","['Plating Unit Manager', 'Proction Unit Manager', 'Process Engineer Shift Manager', 'Process Eng. Trainee']",134,"['Roaving Manager', 'Business Developer Entrepreneur']","['Production Planning And Scheduling', 'Excel, Word, Projects, Power Point, Publisher', 'Project Management', 'Staff-Skill Development, Couching', 'Financial And Cost Management', 'Industrial Relations, Disciplinary', 'Supply Chain Management', 'Profitabilty Management', 'She And Risk Management', 'Quality Management', 'Capex And Lep Management', 'Hazop', 'Business Management', 'Negotiation', 'Marketing And Sales', 'Production Management', 'Chemical Engineering', 'Hazan', 'Engineering Design And Optimisation', 'Hygiene Management', 'Unionised Labour - Ir', 'Climate And Change Management', 'Logistics', 'Iso 9002 / 14000', '3 & 6 Sigma Quality System']",0.10548523206751054,0.16
['Bachelors Degree in Computer Science of Engineering'],[u'DSV'],['Tibco BW Developer'],[],1119,[],"['TIBCO BW 5.x EMS RV Web Service and Tibco Administrator', 'TIBCO palettes ADB Adapter', 'SOAP WSDL and Service palette', 'Databases such as Oracle 10G.', 'TIBCO Administrator for User Management Resource Management and Application Management.', 'Tibco BW EMS Tibco Administrator Data Base adapters File Adapters SOAP Utility and RV) SOA Client-Server and web service', 'JDBC JNDI XML']",0.02953586497890295,0.0
"['Certificate', 'Certificate', 'BCom: Information Management', 'Diploma: Network Engineering']","[u'3IT', u'Star FM', u'St Michaels Preperatory School', u'Webroot Inc', u'Yamikani Radio', u'Zivo technologies', u'Zivo Technologies']","['Web Developer', 'IT Technician', 'Store Manager', 'PHP Developer', 'Assistant Store Manager', 'Technical Business Analyst', 'Business Systems Analyst', 'Mobile Application Developer']","['Substitute Teacher', 'Retail Manager', 'Web developer', 'Junior Web Developer']",757,"['Radio DJ', 'IT Technician']","['PC repair', 'mac repair', 'php programming', 'network administration', 'planning and organisational skills', 'web development', 'system security', 'sql database administration', 'negotiating and influence', 'project management', 'Microsoft Office', 'DJing', 'data mining', 'network security', 'visual studio development', 'dreamweaver development', 'financial managenment', 'adobe illustrator', 'corel draw', 'angular js 2', 'css', 'asp.net MVC', 'lavarel development', 'Networking', 'radio presentation', 'Windows / Mac OS installations', 'Hardware repair', 'graphics design', 'HTML', 'IBM Aix administration', 'photoshop', 'ionic 2', 'xamarin development', 'Java programming']",0.14345991561181434,0.16
"['Mcts Winforms, Web, Distributed Applications', 'Mcts : Wpf', 'Computer Science']","[u'NDC', u'Redpanda Software', u'UCS Software']","['Software Developer', 'UX Designer', 'Programmer']",['Delphi Programmer'],262,"['Software Developer', 'Delphi PHP Developer']","['C#  - Wpf, Winforms, Asp', 'Html, Css, Javascript', 'Java With Gwt', 'Delphi', 'PHP', 'Vb Programming']",0.025316455696202528,0.04
['Bachelor of Science'],"[u'Credit Direct Limited', u'Realty Point Limited', u'Vencube Resources Limited']","['Software Engineer', 'Software Developer C#.NET', 'Software Developer', 'Solution Architect']",['IT Developer'],542,"['IT Solutions Developer', 'ICT Executive']","['Software Development', '.Net C#', 'WCF', 'ASP.NET', 'MVC', 'SQL', 'Software Design Patterns', 'Web Forms']",0.03375527426160337,0.04
['B.Sc Computer Science & Information Systems'],"[u'Cozatch Business Solutions', u'Nubian', u'SME IT Solutions', u'Spectiles']","['IT Manager', 'Chief Information Officer']",['IT Manager'],291,"['Senior Developer', 'Director']","['Software development', 'Business Analyst', 'Sage ERP X3', 'ERP Consultant', 'HansaWorld ERP', 'Integration Specialist']",0.025316455696202528,0.04
"['Financial Management For Non-Financial Managers', 'Mcdba', 'Certificate In Project Management', 'B.Comm Informatics', 'Matric']","[u'Global Technology', u'IS Partners', u'Metrofile', u'Rand Afrikaans University', u'Sekunjalo IT', u'Transet Housing', u'Vircom / Logical']",[],"['Junior Developer and Business Analyst', 'Data Capturer', 'Personal Assistance Receptionist', 'Student Assistant Nursing Department']",727,"['Business Analyst Project Manager', 'Systems Developer and Implementer']","['Business Requirements Definition', 'Technical Specifications', 'Olap / Data Warehousing', 'Interviewing And Information Gathering', 'Running Of Workshops', 'Microsoft Project 2000 And 2003', 'Project Management', 'Dimensional Modeling', 'Training', 'Sql 6.5, 7.0, 2000 And 2005', 'Visual Basic 4.0, 5.0, 6.0', 'Sql Analysis Services 2000', 'Sql Data Transformation Services', 'Proclarity 5.0 And 6.0', 'Business Scorecard Manager 2005', 'Visual Basic For Applications', 'Intelligent Apps 3.5', 'Visual Basic .Net', 'Crystal Reports 8.0 And 8.5', 'Business Scorecard Accelerator', 'Training Documentation', 'Sql Analysis Services 2005', 'Asp And Vb Script', 'Com +', 'Microsoft Transactional Server', 'Active Reports', 'Sql Dmo', 'Microsoft Access', 'Sql Server Integration Services', 'Microsoft Sharepoint']",0.12658227848101264,0.16
"['Asp Programming', 'Visual Basic Programming (Module 1 Of Mscd)', 'Dtp Graphic Design', 'Html Web Design', 'Matric']","[u'Affinity Logic - Ecommerce Division', u'Learnthings']",[],[],342,['Web Designer'],"['Photoshop 7.0', 'Flash 5 & Mx', 'Flash Actionscript', 'Javascript', 'HTML', 'Dreamweaver', 'ASP', 'Visual Basic 6']",0.03375527426160337,0.0
['Business Information Systems'],[u'Roque Pixel'],"['Sofware', 'Software Developer', 'Junior Software Developer', 'Graphic Design', 'IT Admin', 'IT Support', 'Software Support', 'Software Programmer', 'Admin Work']",[],547,[],"['Graphic Design', 'Javascript', 'Adobe Illustrator', 'InDesign', 'CSS', '.NET', 'HTML', 'Adobe Photoshop', 'Corel Draw', 'PHP', 'C#', 'Android']",0.050632911392405056,0.0
"['Scrum / Agile Development', 'Sap Abap Programming', 'Java Programming', 'Creative Minds Certified Instructor', 'B Diac Degree In Youth Work    Unisa', 'N. Dip. Mechanical Engineering', 'Matric Certificate']","[u'Camelcase Software', u'Chase Media Systems', u'Equilogic', u'Mastercard', u'Rfid Institute', u'Services Consulting & Training']","['Intermediate C# Developer', 'Junior Web Developer', 'WPF', 'Junior Front-End Developer', 'Java / C# Programmer']","['Software Developer', 'C# Software Developer', 'SAP ABAP SAP Authorizations']",988,"['Intermediate C# Developer', 'Software Developer']","['SQL', 'Entity Frame work 6', 'DevExpress GUI', 'CSLA framework', 'Windows Forms', 'XAML', 'WPF', 'DevExpress Reports', 'MS Office:Word,Excel,PowerPoint,Access,Publisher', 'MS Office: Frontpage. Pastel 5,Internet,E-Mail', 'WPF XAML', 'C# Programming Language', 'LINQ', 'Java: Swing, Threads, Applets, Exception Handling', 'Team Foundation server', 'MVVM', 'Entity Framework 6', 'Scrum / Agile Development', 'ADO.Net', 'Java 2.0 Programming', 'Counselling', 'Java: Object Oriented Analysis & Design', 'Sap Authorizations', 'Java Programming', 'HTML', 'ASP .NET Web Forms']",0.10970464135021096,0.12
['Matric'],"[u'JG Business Solutions', u'New Heights Software Development cc', u'Scantrack SA (Pty) Ltd', u'South African Expres Airways', u'Zytek / Accumulo']","['IT Manager', 'Software Development Manager', 'Project Manager', 'Developer', 'Consultatnt']","['Senior Programmer', 'IT Support Technician']",661,"['Software Development Manager IT Manager IT Director', 'Senior Developer and Machine VIsion']","['Business Analyst', 'DBMS', 'C#', 'Assembler', 'C++', 'Infrastructure Mangement', 'SQL', 'IT Management', 'Project Management', 'Forecasting', 'Infrastructure requirements', 'Web development', 'Team Management', 'Electronics', 'Budgeting', 'Robotics', 'Machine Vision', 'Heavy current electrical']",0.07594936708860758,0.08
"['Oracle Certified Professional  (Ocp )', 'Senior Certificate']","[u'Argility', u'Corporation Bank of India', u'Jikelele Cooperative Business', u'PBT Group', u'PUBLIC INVESTMENT CORPORATION SOC LIMITED', u'Ucs-Software']","['ETL Developer', 'Oracle Developer', 'informatica developer', 'Oracle Developer']","['ETL SSIS Consultant', 'Informatica ETL Developer', 'Informatica ETL Developer']",308,"['BI Consultant', 'ETL Developer']","['ssis', 'oracle', 'java', 'plsql', 'shell script', 'Oracle Developer', 'Etl Developer', 'Informatica Developer', 'Etl / Ssis Consultant']",0.03797468354430379,0.12
"['PhD Bioinformatics', 'Computer Science']","[u'Amazon', u'Rhodes University']","['Software Engineer', 'Software Developer', 'Software Development Engineer']",[],1007,['Software Developer'],"['Django', 'Full stack', 'MVC', 'Web services', 'Web development', 'Python', 'HPC', 'React', 'Knockout.js', 'JavaScript', 'System Design', 'Web APIs', 'REST', 'Cloud Architecture', 'AWS', 'CI', 'C++', 'Bootstrap', 'Java', 'CSS', 'Front-end', 'C#']",0.09282700421940927,0.0
"['Sun Certified Business Component Developer For J2e', 'Sun Certified Programmer For The Java 2 Platform 1', 'Object Orientated Design And Programming Course', 'B.Sc Wits University 2002']",[u'Astrolabe Group'],[],[],275,[],"['Java', 'EJB', 'Jboss', 'Eclipse', 'JSP', 'Struts', 'ANT', 'HTML', 'XML', 'SQL']",0.04219409282700422,0.0
"['Mba [Oxon]', 'B.Bus.Sci [Finance/Accounting] (Uct)', 'Matric']","[u'Andersen Consulting', u'Bishops College', u'CRT (Consulting, Recruitment & Training)', u'Ernst & Young', u'Gonxtmove.Com', u'IFM Asset Management', u'Jcci: Sandton Region', u'JP Morgan', u'Medscheme Holdings', u'Prudential Portfolio Managers', u'Smuts Hall', u'Standard Bank, Liberty, Other', u'ST Francis Bay Golf Club', u'The Dental Institute', u'Unique Dental', u'University of Cape Town', u'Warburg Dillon Read']",[],"['Managing Director', 'Business Development Director', 'Senior Manager Business Development', 'Specialist Consultant', 'Specialist Consultant', 'Euro Programme Manager', 'Operations Consultant', 'Management Accountant & Financial Analyst', 'Financial Analyst', 'Finance Lecturer', 'Student Teacher', 'Sub', 'Golf Club Co-Ordinator', 'Student Council Rag Chairman', 'Junior Audit Clerk']",175,"['Partner', 'Specialist Consultant Facilitator Bus Developer']","['Decision Support', 'mis', 'Facilitator', 'Facilitations', 'Recruitment', 'Recruiting', 'Management Consulting', 'Motivating', 'Organisation Development', 'Workshops', 'People Development', 'Problem Solving', 'Valuations', 'Valuing Business', 'Building Systems', 'Public Speaking', 'Business Process Reengineering', 'Business Plans', 'Change Management', 'Consulting', 'Delivery', 'Design', 'Excel Vba', 'Finance', 'Financial', 'Financial Analysis', 'Invoicing', 'Lecturer', 'Management', 'mba', 'Account Management', 'Supply Contract Negotiation', 'Business Development', 'Artificial Intelligence', 'Joint Ventures', 'Networking', 'Negotiation', 'Accountancy', 'Customer Relationship Management', 'Counseling', 'Marketing', 'Brand Management', 'Financial Statements', 'Contract Management', 'Derivatives', 'Foreign Exchange']",0.1940928270042194,0.6
"['Oracle Certified Developer', 'Computer  Science']","[u'Leading Investment Banking', u'Prodapt', u'Retail Provider']",['Senior Java Developer'],[],962,"['Seniour Java Developer', 'Technical Dev Lead']","['C, Java,C#,Pl/Sql,', '\uf0fc\tServlets, Jsp, Java Bean, Jstl, Custom Tags, Ejb', 'Struts, Spring, Hibernate2.1,\uf0fc\tMS Access 2000', 'Oracle,Db2,Sql Server']",0.016877637130801686,0.0
['BSc Informatics'],"[u'Brolaz South Africa', u'Deezinetech', u'Dental 4 Life (Pty) Ltd', u'Universal Healthcare']","['ASP.NET Developer', 'Mobile Developer', 'Vb.Net Developer', 'Senior Delphi Developer', 'Systems Analyst']","['Shipping Controller & Developer', 'Entrepreneur']",1069,"['SEnior Delphi Developer', 'IT Manager']","['Delphi Development - Database business applications', 'business analysis', 'Delphi (Android & iOS) Application development', 'systems analysis', 'web application development', 'Delphi', 'ASP .NET', 'VB .NET', 'International Shipping Management', 'MS Office', 'Robotics', 'C# Development', 'Embedded CDevelopment']",0.05485232067510548,0.08
['Senior Certificate'],"[u'BUY Direct', u'Evoo Street Cafe', u'Fincapital', u'International Business Intelegent', u'MIBIZ']",['Customer Service Consultant'],"['Team Leader Call Centre', 'Waiter Manager', 'Admin Clerk']",977,"['Portfolio Manager', 'Junior Administrator']","['salesteam leader', 'drawing sales reports', 'data capturing', 'computer literate', 'Admin', 'assisting with office work', 'attend to walk in clients', 'filing', 'adminstration', 'answer phone calls', 'book keeping', 'call center assistant manager', 'assisting with managing']",0.05485232067510548,0.12
['National Diploma Information Technolgy'],"[u'Infinity Rewards', u'SMC Enterprise', u'Swisstech']","['ORACLE DEVELOPER', 'SQL DEVELOPER', 'DEVELOPER', 'SQL DEVELOPER', 'DEVELOPER']",[],651,"['SQL Developer', 'Database Developer']","['Pl/Sql', 'Sql Server 2008/05', 'Oracle Forms', 'Oracle Designer', 'Toad', 'Java', 'Jasper Report', 'Eclipse', 'Programming Knowledge', 'Tomcat', 'Strategic Thinking', 'Microsoft Excel', 'Hibernate', 'Aqua Data Studio', 'Professionalism', 'Conflict Management', 'Db Programming Knowledge', 'Microsoft Power Point', 'SQL', 'Oracle Report', 'C++', 'Cobol', 'Vb.Net', 'Project Management', 'Microsoft Visio', 'ACL', 'Systems Analysis', 'Pastel Accounting']",0.1181434599156118,0.0
"['Jsp And Ejb', 'Vignette Story Server', 'Web Programming Diploma']",[u'Media 24 Naspers'],[],[],716,[],"['Front Page 2000', 'HTML', 'Sql Server', 'Vignette Story Server', 'ASP', 'Photoshop', 'tcl', 'Javascript', 'Visual Basic', 'XML', 'Database Design And Sql With Access']",0.04641350210970464,0.0
"['B.Tech Information Technology', 'Information Technology']","[u'Beyond Payments', u'Conlog', u'Helium 3 Digital', u'ICE Computers', u'Merlin Gerin T/A Conlog']","['Programmer/Developer', 'System Analyst', 'Software Developer C#', 'Tech Lead C#', 'Solutions Architect', 'C# Web Developer', 'Mobile Developer', 'System Analyst', 'Web Designer']","['Systems Software Validation Engineer', 'Technician']",939,"['Senior Software Engineer', 'Software Developer']","['API', 'Typescript', 'SignalR', 'USSD', 'SQL', 'Objective-C', 'Angular2', 'C#', 'NTServices', 'XML', 'Git', 'HTML5/CSS', 'Web API', 'WCF Web Services', 'ASP.Net', 'Enterprise Architecture', 'Windows Forms', 'AngularJS', 'Dapper', 'N-Tier Architecture', 'Microsoft Office', 'SVN', 'Ionic/Cordova', 'Socket Communication', 'Microsoft Visio', 'CSS', 'Microsoft Message Queuing', 'Microsoft SQL Server 2005/2008R2/2012/2014', 'Entity Framework', 'ASP.Net MVC4', 'TFS', 'MVC', 'Webpack', 'SSRS', 'Good Knowledge Of Information Systems', 'Good Knowledge Of Relational Database(Sql)', 'Web Designing', 'Java Applications', 'Ability To Code In C#, Java, Javascript, V.B. Net)', 'Ability To Solve Critical Problems', 'Knowledge Of Object-Oriented Database(Db4o)', 'Good Knowledge Of Relational Database(Oracle9i)']",0.1772151898734177,0.08
['BCOM HONS INFS'],[u'morpheuscommerce'],['Software Developer'],[],988,[],"['JQUERY', 'LARAVEL', 'JAVASCRIPT', 'YII', 'MYSQL', 'PHP']",0.025316455696202528,0.0
